tickerID,IQ_COMPANY_NAME_LONG,IQ_BUS_SEG_PRIMARY_PIC_ABS,IQ_BUS_SEG_SECONDARY_PIC_ABS,IQ_BUS_SEG_PRIMARY_SIC_ABS,IQ_BUS_SEG_SECONDARY_SIC_ABS,IQ_INDUSTRY_SECTOR,IQ_INDUSTRY_GROUP,IQ_INDUSTRY,IQ_PRIMARY_INDUSTRY,IQ_PRIMARY_INDUSTRY_SUBSECTOR5_ID,IQ_PRIMARY_INDUSTRY_SUBSECTOR5_NAME,IQ_PRIMARY_INDUSTRY_SUBSECTOR6_ID,IQ_PRIMARY_SIC_CODE,IQ_PRIMARY_SIC_INDUSTRY,IQ_COMPANY_TYPE,IQ_PICS_CODE,IQ_BUS_SEG_NAIC_ABS
NYSE:SLCA,"U.S. Silica Holdings, Inc. (NYSE:SLCA)",Oil & Gas Equipment & Services ,0,Oil and gas field services (1380),0,Energy,Energy,Energy Equipment and Services,Oil and Gas Equipment and Services,0,0,(Invalid Subsector ID),1400,"Mining and quarrying of nonmetallic minerals, except fuels",Public Company,10101020,Support Activities for Oil and Gas Operations (213112)
NYSE:BXS,"BancorpSouth, Inc. (NYSE:BXS)",Regional Banks ,Specialized Finance ,Commercial banks (6020),Business credit institutions (6150),Financials,Banks,Banks,Regional Banks,0,0,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqGS:FEYE,"FireEye, Inc. (NasdaqGS:FEYE)",Systems Software ,Internet Software & Services ,Prepackaged software (7372),Information retrieval services (7375),Information Technology,Software and Services,Software,Systems Software,8042150,Security Software,(Invalid Subsector ID),7373,Computer integrated systems design,Public Company,45103020,Software Publishers (511210)
NasdaqGS:MDCO,The Medicines Company (NasdaqGS:MDCO),0,0,0,0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121100,Pharmaceutical Products,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35202010,0
NYSE:TWLO,Twilio Inc. (NYSE:TWLO),Internet Software & Services ,Systems Software ,Information retrieval services (7375),Prepackaged software (7372),Information Technology,Software and Services,Internet Software and Services,Internet Software and Services,8021200,Online Services,(Invalid Subsector ID),7370,"Computer programming, data processing, and other computer related services",Public Company,45101010,Internet Publishing and Broadcasting and Web Search Portals (519130)
NasdaqGS:ITRI,"Itron, Inc. (NasdaqGS:ITRI)",Electronic Equipment & Instruments ,Application Software ,"Measuring, analyzing, and control instruments; photographic, medical, and optical goods; and watches and clocks (3800)",Prepackaged software (7372),Information Technology,Technology Hardware and Equipment,"Electronic Equipment, Instruments and Components",Electronic Equipment and Instruments,8131200,"Measuring, Analyzing, and Controlling Instruments",(Invalid Subsector ID),3824,Fluid meters and counting devices,Public Company,45203010,Electromedical and Electrotherapeutic Apparatus Manufacturing (334510)
NYSE:DY,"Dycom Industries, Inc. (NYSE:DY)",Construction & Engineering ,Construction & Engineering ,Construction – special trade contractors (1700),Construction – special trade contractors (1700),Industrials,Capital Goods,Construction and Engineering,Construction and Engineering,3041500,Construction Support Services,(Invalid Subsector ID),1623,"Water, sewer, and utility lines",Public Company,20103010,Specialty Trade Contractors (238)
NasdaqGS:PLAY,"Dave & Buster's Entertainment, Inc. (NasdaqGS:PLAY)",Restaurants ,Casinos & Gaming ,Eating places (5812),Miscellaneous amusement and recreation services (7990),Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants,0,0,(Invalid Subsector ID),5810,Eating and drinking places,Public Company,25301040,Restaurants and Other Eating Places (72251)
NYSE:XON,Intrexon Corporation (NYSE:XON),Biotechnology ,0,Biological products except diagnostic (2836),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,9551742,Agricultural Biotechnology,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
NasdaqGS:ENDP,Endo International plc (NasdaqGS:ENDP),Healthcare Services ,Health Care Equipment ,Offices and clinics of medical doctors (8011),Surgical and medical instruments (3841),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121140,Non-Prescription Drugs,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35202010,Offices of Physicians (except Mental Health Specialists) (621111)
NYSE:SBH,"Sally Beauty Holdings, Inc. (NYSE:SBH)",Distributors ,Distributors ,Nondurable goods - wholesale (5100),Nondurable goods - wholesale (5100),Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores,4444300,Personal Care Product Stores,(Invalid Subsector ID),5990,Retail stores,Public Company,25504040,"Merchant Wholesalers, Nondurable Goods (424)"
NYSE:AVA,Avista Corporation (NYSE:AVA),0,0,0,0,Utilities,Utilities,Multi-Utilities,Multi-Utilities,0,0,(Invalid Subsector ID),4931,Electric and other services combined,Public Company,55103010,0
NYSE:PBH,"Prestige Brands Holdings, Inc. (NYSE:PBH)",Pharmaceuticals ,0,Pharmaceutical preparations (2834),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121100,Pharmaceutical Products,(Invalid Subsector ID),5122,"Drugs, proprietaries, and sundries",Public Company,35202010,Pharmaceutical Preparation Manufacturing (325412)
NasdaqGS:GBCI,"Glacier Bancorp, Inc. (NasdaqGS:GBCI)",Regional Banks ,Thrifts & Mortgage Finance ,Commercial banks (6020),Mortgage bankers and correspondents (6162),Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NYSE:DAR,Darling Ingredients Inc. (NYSE:DAR),0,0,0,0,Consumer Staples,"Food, Beverage and Tobacco",Food Products,Agricultural Products,0,0,(Invalid Subsector ID),2070,Fats and oils,Public Company,30202010,0
NYSE:VGR,Vector Group Ltd. (NYSE:VGR),Tobacco ,0,Cigarettes (2111),0,Consumer Staples,"Food, Beverage and Tobacco",Tobacco,Tobacco,5131100,Cigarettes,(Invalid Subsector ID),6531,Real estate agents and managers,Public Company,30203010,Tobacco Manufacturing (312230)
NYSE:TCF,TCF Financial Corporation (NYSE:TCF),Regional Banks ,0,Commercial banks (6020),0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqGS:SAFM,"Sanderson Farms, Inc. (NasdaqGS:SAFM)",Packaged Foods & Meats ,Packaged Foods & Meats ,Meat products (2010),"Canned, frozen, and preserved fruits, vegetables, and food specialties (2030)",Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats,5122850,Frozen Foods,(Invalid Subsector ID),2015,Poultry slaughtering and processing,Public Company,30202030,Animal Slaughtering and Processing (31161)
NYSE:WBT,"Welbilt, Inc. (NYSE:WBT)",Industrial Machinery ,Industrial Machinery ,Food products machinery (3556),Refrigeration and heating equipment (3585),Industrials,Capital Goods,Machinery,Industrial Machinery,3072500,Food and Beverage Machinery,(Invalid Subsector ID),3580,Refrigeration and service industry machinery,Public Company,20106020,Food Product Machinery Manufacturing (333241)
NasdaqGS:CVLT,"Commvault Systems, Inc. (NasdaqGS:CVLT)",Systems Software ,Application Software ,Prepackaged software (7372),Prepackaged software (7372),Information Technology,Software and Services,Software,Systems Software,8042100,Backup and Recovery Software,(Invalid Subsector ID),7372,Prepackaged software,Public Company,45103020,Software Publishers (511210)
NasdaqGM:OLLI,"Ollie's Bargain Outlet Holdings, Inc. (NasdaqGM:OLLI)",General Merchandise Stores ,0,Variety stores (5331),0,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores,4432100,Discount Stores,(Invalid Subsector ID),5331,Variety stores,Public Company,25503020,All Other General Merchandise Stores (452990)
NYSE:AAN,"Aaron's, Inc. (NYSE:AAN)",Specialty Stores ,Specialized Consumer Services ,Furniture stores (5712),Miscellaneous equipment rental and leasing (7350),Consumer Discretionary,Retailing,Specialty Retail,Home Furnishing Retail,0,0,(Invalid Subsector ID),7359,Equipment rental and leasing,Public Company,25504060,Furniture Stores (442110)
NYSE:RNG,"RingCentral, Inc. (NYSE:RNG)",Application Software ,Communications Equipment ,Prepackaged software (7372),Telephone and telegraph apparatus (3661),Information Technology,Software and Services,Software,Application Software,0,0,(Invalid Subsector ID),7372,Prepackaged software,Public Company,45103010,Software Publishers (511210)
TSX:BTO,B2Gold Corp. (TSX:BTO),Gold ,Silver ,Gold ores (1041),Silver ores (1044),Materials,Materials,Metals and Mining,Gold,2053010,Gold Ores,(Invalid Subsector ID),1040,Gold and silver ores,Public Company,15104030,Gold Ore Mining (212221)
NasdaqGM:GWPH,GW Pharmaceuticals plc (NasdaqGM:GWPH),0,0,0,0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121100,Pharmaceutical Products,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35202010,0
NYSE:INT,World Fuel Services Corporation (NYSE:INT),Oil & Gas Refining & Marketing ,Oil & Gas Storage & Transportation ,Petroleum products (5172),Fuel dealers (5980),Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Refining and Marketing,0,0,(Invalid Subsector ID),5172,Petroleum products,Public Company,10102030,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) (424720)
NYSE:MUSA,Murphy USA Inc. (NYSE:MUSA),Automotive Retail ,0,Gasoline service stations (5541),0,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail,4444850,Oil and Gas Retail,(Invalid Subsector ID),5500,Automotive dealers and gasoline service stations,Public Company,25504050,Other Gasoline Stations (447190)
NasdaqGS:KLXI,KLX Inc. (NasdaqGS:KLXI),Aerospace & Defense ,Trading Companies & Distributors ,Aircraft and parts (3720),"Machinery, equipment, and supplies - wholesale (5080)",Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,0,0,(Invalid Subsector ID),5080,"Machinery, equipment, and supplies - wholesale",Public Company,20101010,Other Aircraft Parts and Auxiliary Equipment Manufacturing (336413)
NYSE:SJI,"South Jersey Industries, Inc. (NYSE:SJI)",Gas Utilities ,Oil & Gas Exploration & Production ,Natural gas distribution (4924),Crude petroleum and natural gas (1311),Utilities,Utilities,Gas Utilities,Gas Utilities,1033200,Oil and Gas Distribution,(Invalid Subsector ID),4924,Natural gas distribution,Public Company,55102010,Natural Gas Distribution (221210)
NasdaqGS:FIVE,"Five Below, Inc. (NasdaqGS:FIVE)",General Merchandise Stores ,0,Variety stores (5331),0,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores,0,0,(Invalid Subsector ID),5331,Variety stores,Public Company,25504040,All Other General Merchandise Stores (452990)
NYSE:LPI,"Laredo Petroleum, Inc. (NYSE:LPI)",Oil & Gas Exploration & Production ,0,Crude petroleum and natural gas (1311),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,1032200,Oil and Gas Production,(Invalid Subsector ID),1311,Crude petroleum and natural gas,Public Company,10102020,Oil and Gas Extraction (21111)
NYSE:BKD,Brookdale Senior Living Inc. (NYSE:BKD),Health Care Facilities ,0,Nursing and personal care (8059),0,Healthcare,Healthcare Equipment and Services,Healthcare Providers and Services,Healthcare Facilities,6033200,Assisted Living Facilities and Services,(Invalid Subsector ID),8051,Skilled nursing care facilities,Public Company,35102020,Continuing Care Retirement Communities (623311)
NasdaqGS:CAR,"Avis Budget Group, Inc. (NasdaqGS:CAR)",Trucking ,Insurance Brokers ,"Automotive rental and leasing, without drivers (7510)","Insurance agents, brokers, and service (6411)",Industrials,Transportation,Road and Rail,Trucking,4444820,Motor Vehicle Rental and Leasing,(Invalid Subsector ID),7510,"Automotive rental and leasing, without drivers",Public Company,20304020,Automotive Equipment Rental and Leasing (5321)
NYSE:MOG.A,Moog Inc. (NYSE:MOG.A),Aerospace & Defense ,Aerospace & Defense ,Aircraft and parts (3720),"Airports, flying fields, and services (4581)",Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,9551739,Aerospace and Defense Maintenance and Services,(Invalid Subsector ID),3728,Aircraft parts and equipment ,Public Company,20101010,Other Aircraft Parts and Auxiliary Equipment Manufacturing (336413)
NasdaqGS:TTEK,"Tetra Tech, Inc. (NasdaqGS:TTEK)",Construction & Engineering ,Construction & Engineering ,General building contractors – nonresidential buildings (1540),"Engineering, architectural, and surveying services (8710)",Industrials,Commercial and Professional Services,Commercial Services and Supplies,Environmental and Facilities Services,0,0,(Invalid Subsector ID),8711,Engineering services,Public Company,20201050,Nonresidential Building Construction (2362)
NYSE:HUBS,"HubSpot, Inc. (NYSE:HUBS)",Application Software ,IT Consulting & Other Services ,Prepackaged software (7372),Computer related services (7379),Information Technology,Software and Services,Software,Application Software,0,0,(Invalid Subsector ID),7370,"Computer programming, data processing, and other computer related services",Public Company,45103010,Software Publishers (511210)
NYSE:WWW,"Wolverine World Wide, Inc. (NYSE:WWW)",0,0,0,0,Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods",Footwear,4132100,Men's and Boys' Footwear,(Invalid Subsector ID),3140,"Footwear, except rubber",Public Company,25203020,0
NYSE:AXE,Anixter International Inc. (NYSE:AXE),Technology Distributors ,Trading Companies & Distributors ,Electronic parts and equipment (5065),Electrical apparatus and equipment (5063),Information Technology,Technology Hardware and Equipment,"Electronic Equipment, Instruments and Components",Technology Distributors,8133400,Communications Equipment Distribution,(Invalid Subsector ID),5065,Electronic parts and equipment,Public Company,45203030,Other Electronic Parts and Equipment Merchant Wholesalers (423690)
NasdaqGS:DORM,"Dorman Products, Inc. (NasdaqGS:DORM)",Auto Parts & Equipment ,0,Motor vehicle parts and accessories (3714),0,Consumer Discretionary,Automobiles and Components,Auto Components,Auto Parts and Equipment,4012850,Automotive Maintenance Equipment,(Invalid Subsector ID),3714,Motor vehicle parts and accessories,Public Company,25101010,Other Motor Vehicle Parts Manufacturing (336390)
NasdaqGS:IDCC,"InterDigital, Inc. (NasdaqGS:IDCC)",Communications Equipment ,"Technology Hardware, Storage and Peripherals ",Telephone and telegraph apparatus (3661),Radio and Television communications equipment (3663),Information Technology,Technology Hardware and Equipment,Communications Equipment,Communications Equipment,0,0,(Invalid Subsector ID),6794,Patent owners and lessors,Public Company,45201020,Telephone Apparatus Manufacturing (334210)
NasdaqGS:LPNT,"LifePoint Health, Inc. (NasdaqGS:LPNT)",Health Care Facilities ,Healthcare Services ,Hospitals (8060),Home health care services (8082),Healthcare,Healthcare Equipment and Services,Healthcare Providers and Services,Healthcare Facilities,6033100,Hospitals and Healthcare Centers,(Invalid Subsector ID),8062,General medical and surgical hospitals,Public Company,35102020,Hospitals (622)
NYSE:FDP,Fresh Del Monte Produce Inc. (NYSE:FDP),0,0,0,0,Consumer Staples,"Food, Beverage and Tobacco",Food Products,Agricultural Products,5121100,"Fruits, Vegetables, and Nuts",(Invalid Subsector ID),100,Agricultural production-crops,Public Company,30202010,0
