tickerID,IQ_BUS_SEG_PRIMARY_PIC_ABS,IQ_BUS_SEG_SECONDARY_PIC_ABS,IQ_BUS_SEG_PRIMARY_SIC_ABS,IQ_BUS_SEG_SECONDARY_SIC_ABS,IQ_INDUSTRY_SECTOR,IQ_INDUSTRY_GROUP,IQ_INDUSTRY,IQ_PRIMARY_INDUSTRY,IQ_PRIMARY_INDUSTRY_SUBSECTOR5_ID,IQ_PRIMARY_INDUSTRY_SUBSECTOR5_NAME,IQ_PRIMARY_INDUSTRY_SUBSECTOR6_ID,IQ_PRIMARY_SIC_CODE,IQ_PRIMARY_SIC_INDUSTRY,IQ_COMPANY_TYPE,IQ_PICS_CODE,IQ_BUS_SEG_NAIC_ABS
NYSE:NRG,Electric Utilities ,Electric Utilities ,Electric services (4911),Electric services (4911),Utilities,Utilities,Independent Power and Renewable Electricity Producers,Independent Power Producers and Energy Traders,0,0,(Invalid Subsector ID),4911,Electric services,Public Company,55105010,Fossil Fuel Electric Power Generation (221112)
NYSE:PTHN,Pharmaceuticals ,0,Pharmaceutical preparations (2834),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Life Sciences Tools and Services,Life Sciences Tools and Services,0,0,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35203010,Pharmaceutical Preparation Manufacturing (325412)
NasdaqGS:FLIR,Electronic Equipment & Instruments ,0,"Measuring, analyzing, and control instruments; photographic, medical, and optical goods; and watches and clocks (3800)",0,Information Technology,Technology Hardware and Equipment,"Electronic Equipment, Instruments and Components",Electronic Equipment and Instruments,8131200,"Measuring, Analyzing, and Controlling Instruments",(Invalid Subsector ID),3812,Search and navigation equipment,Public Company,45203010,Electromedical and Electrotherapeutic Apparatus Manufacturing (334510)
NYSE:SON,Metal & Glass Containers ,Metal & Glass Containers ,Miscellaneous plastics products (3080),Miscellaneous plastics products (3080),Materials,Materials,Containers and Packaging,Paper Packaging,2042200,Converted Paper And Paperboard Products,(Invalid Subsector ID),2650,Paperboard containers and boxes,Public Company,15103020,Plastics Product Manufacturing (3261)
NYSE:NRZ,Mortgage Real Estate Investment Trusts  (40204010),0,Real estate investment trusts (6798),0,Financials,Diversified Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs,0,0,(Invalid Subsector ID),6798,Real estate investment trusts,Public Company,40204010,Other Financial Vehicles (525990)
NasdaqGS:POOL,Distributors ,0,Sporting and recreational goods (5091),0,Consumer Discretionary,Retailing,Distributors,Distributors,4411700,Durable Goods Distribution,(Invalid Subsector ID),5090,Miscellaneous durable goods - wholesale,Public Company,25501010,Sporting and Recreational Goods and Supplies Merchant Wholesalers (423910)
NYSE:MD,Healthcare Services ,0,Offices and clinics of medical doctors (8011),0,Healthcare,Healthcare Equipment and Services,Healthcare Providers and Services,Healthcare Services,6032300,Medical Doctor Specialist Services,(Invalid Subsector ID),8011,Offices and clinics of medical doctors,Public Company,35102015,Offices of Physicians (except Mental Health Specialists) (621111)
NYSE:SERV,Specialized Consumer Services ,Diversified Support Services ,Services to dwellings and other buildings (7340),Services to dwellings and other buildings (7340),Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services,3112920,Consumer Repair Services,(Invalid Subsector ID),7340,Services to dwellings and other buildings,Public Company,25302020,Services to Buildings and Dwellings (5617)
NYSE:HRC,Diversified Metals & Mining ,Internet Software & Services ,Fabricated structural metal products (3440),Information retrieval services (7375),Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Equipment,6021100,Medical Equipment,(Invalid Subsector ID),2590,Miscellaneous furniture and fixtures,Public Company,35101010,Architectural and Structural Metals Manufacturing (3323)
NYSE:VVC,Gas Utilities ,Electric Utilities ,Gas production and distribution (4920),Electric services (4911),Utilities,Utilities,Multi-Utilities,Multi-Utilities,0,0,(Invalid Subsector ID),4923,Gas transmission and distribution,Public Company,55103010,Natural Gas Distribution (221210)
NYSE:CFX,Industrial Machinery ,Electrical Components & Equipment ,Metalworking machinery and equipment (3540),Electric lighting and wiring equipment (3640),Industrials,Capital Goods,Machinery,Industrial Machinery,3072550,"Industrial Heating, Ventilation, Air Conditioning, and Refrigeration Equipment and Supplies",(Invalid Subsector ID),3540,Metalworking machinery and equipment,Public Company,20106020,Metalworking Machinery Manufacturing (33351)
NYSE:TGNA,Publishing ,Publishing ,"Printing, publishing, and allied industries (2700)",Miscellaneous publishing (2741),Consumer Discretionary,Media,Media,Broadcasting,4312101,Television,(Invalid Subsector ID),4833,Television broadcasting stations,Public Company,25401020,"Newspaper, Periodical, Book, and Directory Publishers (5111)"
NYSE:WPX,Oil & Gas Exploration & Production ,Oil & Gas Refining & Marketing ,Crude petroleum and natural gas (1311),Petroleum products (5172),Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,1032200,Oil and Gas Production,(Invalid Subsector ID),1311,Crude petroleum and natural gas,Public Company,10102020,Oil and Gas Extraction (21111)
NYSE:THO,Automobile Manufacturers ,0,Motor vehicles and car bodies (3711),0,Consumer Discretionary,Automobiles and Components,Automobiles,Automobile Manufacturers,4021200,Recreational Vehicles,(Invalid Subsector ID),3790,Miscellaneous transportation equipment,Public Company,25102010,Motor Vehicle Body and Trailer Manufacturing (33621)
NasdaqGS:CAVM,Systems Software ,Systems Software ,Prepackaged software (7372),Prepackaged software (7372),Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,8212200,Digital,(Invalid Subsector ID),3576,Computer communications equipment,Public Company,45301020,Software Publishers (511210)
NYSE:MSM,Trading Companies & Distributors ,Internet and Direct Marketing Retail ,"Machinery, equipment, and supplies - wholesale (5080)",Nonstore retailers (5960),Industrials,Capital Goods,Trading Companies and Distributors,Trading Companies and Distributors,3081100,Machinery Distribution,(Invalid Subsector ID),5084,Industrial machinery and equipment,Public Company,20107010,"Machinery, Equipment, and Supplies Merchant Wholesalers (4238)"
NasdaqGS:NATI,0,0,0,0,Information Technology,Technology Hardware and Equipment,"Electronic Equipment, Instruments and Components",Electronic Equipment and Instruments,8131200,"Measuring, Analyzing, and Controlling Instruments",(Invalid Subsector ID),7372,Prepackaged software,Public Company,45203010,0
NYSE:BC,Construction Machinery and Heavy Trucks ,Construction Machinery and Heavy Trucks ,Ship and boat building and repairing (3730),Ship and boat building and repairing (3730),Consumer Discretionary,Consumer Durables and Apparel,Leisure Products,Leisure Products,4121200,Sporting and Recreational Goods,(Invalid Subsector ID),3510,Engines and turbines,Public Company,25202010,Ship and Boat Building (3366)
NYSE:NCR,"Technology Hardware, Storage and Peripherals ",Application Software ,Calculating and accounting equipment (3578),Prepackaged software (7372),Information Technology,Technology Hardware and Equipment,"Technology Hardware, Storage and Peripherals","Technology Hardware, Storage and Peripherals",8121400,Industry Specific Electronics,(Invalid Subsector ID),7370,"Computer programming, data processing, and other computer related services",Public Company,45202030,Computer Terminal and Other Computer Peripheral Equipment Manufacturing (334118)
NYSE:GRA,Commodity Chemicals ,Specialty Chemicals ,Industrial organic chemicals (2860),Paints and allied products (2851),Materials,Materials,Chemicals,Specialty Chemicals,2024300,Adhesives And Sealants,(Invalid Subsector ID),2810,Industrial inorganic chemicals,Public Company,15101050,Other Basic Organic Chemical Manufacturing (32519)
NYSE:OSK,Construction Machinery and Heavy Trucks ,Specialized Finance ,Construction machinery (3531),Business credit institutions (6150),Industrials,Capital Goods,Machinery,Construction Machinery and Heavy Trucks,3071100,Construction Machinery and Equipment,(Invalid Subsector ID),3531,Construction machinery,Public Company,20106010,Construction Machinery Manufacturing (333120)
NYSE:CPN,Renewable Electricity ,Electric Utilities ,Electric services (4910),Electric services (4911),Utilities,Utilities,Independent Power and Renewable Electricity Producers,Independent Power Producers and Energy Traders,0,0,(Invalid Subsector ID),4991,Cogeneration services and small power producers,Public Company,55105010,Geothermal Electric Power Generation (221116)
NYSE:NFG,0,0,0,0,Utilities,Utilities,Gas Utilities,Gas Utilities,1033200,Oil and Gas Distribution,(Invalid Subsector ID),4924,Natural gas distribution,Public Company,55102010,0
NasdaqGS:CONE,Equity Real Estate Investment Trusts  (60101080),0,Real estate investment trusts (6798),0,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs,0,0,(Invalid Subsector ID),6798,Real estate investment trusts,Public Company,60101080,Lessors of Other Real Estate Property (531190)
NYSE:WAL,Regional Banks ,Thrifts & Mortgage Finance ,Commercial banks (6020),Mortgage bankers and correspondents (6162),Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NYSE:PWR,Construction & Engineering ,Construction & Engineering ,Heavy construction other than building construction – contractors (1600),"Engineering, architectural, and surveying services (8710)",Industrials,Capital Goods,Construction and Engineering,Construction and Engineering,3041500,Construction Support Services,(Invalid Subsector ID),1731,Electrical work,Public Company,20103010,Heavy and Civil Engineering Construction (237)
NasdaqGS:PVTB,(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier)
NYSE:BWXT,Heavy Electrical Equipment ,Industrial Machinery ,Electric transmission and distribution equipment (3610),Special industry machinery (3559),Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,0,0,(Invalid Subsector ID),3443,Fabricated plate work (boiler shops),Public Company,20101010,"Engine, Turbine, and Power Transmission Equipment Manufacturing (33361)"
NYSE:EXP,Construction Materials ,0,Dimension stone (1411),0,Materials,Materials,Construction Materials,Construction Materials,2031400,Clays,(Invalid Subsector ID),3270,"Concrete, gypsum, and plaster products",Public Company,15102010,Dimension Stone Mining and Quarrying (212311)
NasdaqGS:PTEN,Oil & Gas Drilling ,0,Drilling oil and gas wells (1381),0,Energy,Energy,Energy Equipment and Services,Oil and Gas Drilling,0,0,(Invalid Subsector ID),1381,Drilling oil and gas wells,Public Company,10101010,Drilling Oil and Gas Wells (213111)
NYSE:CNK,Movies & Entertainment ,0,Motion picture theaters (7830),0,Consumer Discretionary,Media,Media,Movies and Entertainment,4313100,Entertainment Venues,(Invalid Subsector ID),7830,Motion picture theaters,Public Company,25401030,Motion Picture and Video Exhibition (51213)
NYSE:FAF,Property & Casualty Insurance ,Asset Management & Custody Banks ,"Fire, marine, and casualty insurance (6331)",Investment offices (6720),Financials,Insurance,Insurance,Property and Casualty Insurance,7214100,Casualty,(Invalid Subsector ID),6361,Title insurance,Public Company,40301040,Direct Property and Casualty Insurance Carriers (524126)
NYSE:CSRA,IT Consulting & Other Services ,Research & Consulting Services ,Computer related services (7379),Management and public relations services (8740),Information Technology,Software and Services,IT Services,IT Consulting and Other Services,8031100,Information Technology (IT) Consulting,(Invalid Subsector ID),7370,"Computer programming, data processing, and other computer related services",Public Company,45102010,Computer Systems Design and Related Services (5415)
NasdaqGS:NBIX,Biotechnology ,Pharmaceuticals ,Biological products except diagnostic (2836),Drugs (2830),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
NYSE:DATA,Systems Software ,Application Software ,Prepackaged software (7372),Prepackaged software (7372),Information Technology,Software and Services,Software,Systems Software,0,0,(Invalid Subsector ID),7372,Prepackaged software,Public Company,45103020,Software Publishers (511210)
NasdaqGS:SLM,0,0,0,0,Financials,Diversified Financials,Consumer Finance,Consumer Finance,7121100,Personal Credit Agencies,(Invalid Subsector ID),6141,Personal credit institutions,Public Company,40202010,0
NYSE:GWRE,Application Software ,0,Prepackaged software (7372),0,Information Technology,Software and Services,Software,Application Software,8041350,Enterprise Software,(Invalid Subsector ID),7372,Prepackaged software,Public Company,45103010,Software Publishers (511210)
NYSE:VRX,Pharmaceuticals ,Pharmaceuticals ,Drugs (2830),Commercial physical research (8731),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121140,Non-Prescription Drugs,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35202010,Pharmaceutical and Medicine Manufacturing (32541)
NYSE:HFC,Oil & Gas Refining & Marketing ,0,Petroleum refining (2911),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Refining and Marketing,1033100,Oil and Gas Refining and Marketing,(Invalid Subsector ID),2911,Petroleum refining,Public Company,10102030,Petroleum Refineries (324110)
NYSE:DKS,Specialty Stores ,Internet and Direct Marketing Retail ,Miscellaneous shopping goods stores (5940),Nonstore retailers (5960),Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores,4444200,Leisure Equipment Stores,(Invalid Subsector ID),5940,Miscellaneous shopping goods stores,Public Company,25504040,"Sporting Goods, Hobby, and Musical Instrument Stores (4511)"
NYSE:MSG,Movies & Entertainment ,0,"Theatrical producers (except motion picture), bands, orchestras, and entertainers (7920)",Nonresidential building operators (6512),Consumer Discretionary,Media,Media,Movies and Entertainment,4313200,Entertainment Production Companies,(Invalid Subsector ID),7900,Amusement and recreation services,Public Company,25401030,Performing Arts Companies (7111)
